0,0.994140625
1,0.9990234375
2,0.9951171875
3,0.9970703125
4,0.994140625
5,0.990234375
6,0.990234375
7,0.98828125
8,0.9912109375
9,0.9970703125
10,0.990234375
11,0.9912109375
12,0.990234375
13,0.986328125
14,0.98828125
15,0.9921875
16,0.9912109375
17,0.9873046875
18,0.994140625
19,0.9931640625
20,0.99609375
21,0.99609375
22,0.9892578125
23,0.98828125
24,0.990234375
25,0.9931640625
26,0.9931640625
27,0.9951171875
28,0.990234375
29,0.9873046875
30,0.9892578125
31,0.990234375
32,0.9931640625
33,0.990234375
34,0.990234375
35,0.9931640625
36,0.9921875
